"id", "player","avg_def_dist","avg_zerothree","avg_three_ten","avg_ten_sixteen","avg_sixteen_not3","avg_dribbles","avg_touch_time","avg_fgm","avg_shotclock","prop_fga_ofteam","avg_threep","shots_per_game"
"23","Augustin, D.J.",201571,0.310929665216662,-0.224216739227985,-0.722342714738569,-0.317790309759275,-0.220090921838423,1.44277413627264,1.29179342603191,-0.111955532269045,-1.19408617446233,0.978849180976013,0.905859160132499,0.993108975415767
"24","Ayon, Gustavo",202970,-1.18857265594854,1.73730210314078,1.12529663479774,-0.19235630467914,-1.07195405715661,-0.737578589724072,-0.706580998332523,0.642364027594597,0.394970982132406,-0.652383826383823,-1.18386888953676,-0.657845806639797
"25","Ayres, Jeff",201965,-0.955365496894343,2.41192862392515,0.304880863159778,-0.101421246770533,-0.785235035578945,-0.890286496496017,-0.950938519303472,1.55010007269631,0.411058393196671,-0.978558118312959,-1.18386888953676,-0.983459446704946
"26","Babb, Chris",203569,3.00670439581916,-0.943306704587551,-1.70649529985306,-1.38750278004941,-1.20702289744199,-0.915041251909575,-1.04230408730203,-1.72973630044423,-0.254873726241946,-1.0647658894304,2.95509420953135,-1.05003859355533
"27","Babbitt, Luke",202337,1.61846524336613,-0.995642960676756,-0.918718700049542,0.669375963572104,-1.05248562283421,-0.58430647806827,-0.461431977352164,-0.495227020956969,-1.23649677424409,-0.248007957904654,1.67899006051771,-0.251729015455075
"28","Barbosa, Leandro",2571,-0.693193298721567,-0.33187731357765,1.71030398706935,-0.232038902494168,-0.209462542558545,2.89493248662755,2.77733392549688,0.0867956410455136,-0.0781572109285911,-0.63632918581964,-0.86051239742206,-0.588145762280803
"29","Barea, Jose Juan",200826,-0.174711530263578,-0.114482121051116,-0.0572562983897676,-0.22050287022228,-0.430578575153556,2.4663404577947,2.27719557037597,-0.505520434757771,-0.331162091923608,0.118624969280887,0.430541480112282,0.268100477261369
"30","Bargnani, Andrea",200745,0.464940668555223,-0.60300158720167,-0.244072169868302,1.05423220648243,0.849703763496273,-0.710068040431852,-0.726853692156548,-0.0180804393381824,-0.842874621379009,1.19938248723279,-0.283622722810727,1.18914757447523
"31","Barnes, Harrison",203084,0.558476550222819,-0.547102481669951,0.346549439769936,0.558541645306786,-0.397716775746608,0.206679815654741,0.435767782266445,-0.3475151694841,-0.17922568869059,0.304767436020597,0.133138632526538,0.39805785044048
"32","Barnes, Matt",2440,1.33901380794146,-0.530565784830286,-0.0862921963028497,-1.18208697959515,-0.907374377817279,-0.774880079357558,-0.834873249760562,-0.000199469256119265,0.772874623701145,0.253939448858092,1.27979962181331,0.308525005784826
"33","Barton, Will",203115,-0.618886556666893,0.196980311800661,0.245658744703514,0.111477385427655,-0.087390253168565,0.495716966596073,0.423802335479986,-0.0802409738464613,1.12050794891787,-0.732012143461196,-0.282743289889796,-0.66119788174164
"34","Bass, Brandon",101138,-0.708553413836709,0.388638119782542,-0.081020549131312,2.21408145615736,0.502895041814168,-0.375802371273739,-0.174741913161676,0.43438668725221,-0.530040787577179,0.528778662635572,-1.15736256165287,0.414445773160597
"35","Battier, Shane",2203,2.4318167718233,-0.641495139531782,-1.07451396320685,-1.16083706920332,-1.34866709709218,-0.828094746442252,-1.0458454644838,-0.60884611036861,-1.76137323987848,-0.623922117667859,2.32253237361587,-0.669159060108515
"36","Batum, Nicolas",201587,1.0788863089168,-0.727450401814704,-0.615504265301663,0.024601818048253,-0.283420330985667,-0.167169525051709,-0.219043315050984,0.242080936296842,0.421586394265869,0.514863594927354,1.05778058343704,0.718367249060952
"37","Bayless, Jerryd",201573,0.577327479326036,-0.767370330755643,-1.06754196324171,-0.387619672486114,1.65493699510039,0.871509944370482,0.840257148761924,-0.122665225969609,0.0903528619172347,0.363455169264157,0.396580243753726,0.488563878190218
"38","Baynes, Aron",203382,-0.930236990554655,1.59617051550268,0.456455741610988,0.887872240367069,-0.662469337739384,-0.785214801128033,-0.864358326489307,0.0818122877549159,0.459692985858,-0.800427347528209,-1.18386888953676,-0.777818913191775
"39","Bazemore, Kent",203145,0.0173229233985733,-0.647330725987937,0.396491123235071,-0.447464371190908,-0.302681125820369,0.570049271559821,0.613985966336772,0.212629534813935,0.854174685437908,0.590081274155532,0.414035885056392,0.823042676395774
"40","Beal, Bradley",203078,0.436505300557007,-0.791727765853166,-0.983266015617916,0.131463787634026,1.67000782138719,-0.0247302608775762,-0.208776064736512,-0.196781404529993,-0.141130991534205,1.89297351017125,0.183356158203458,2.06739125115788
"41","Beasley, Michael",201563,-0.315292183409784,-0.304025180456728,0.689636337159155,0.523812237100427,0.128141756347358,-0.296253975654417,-0.339805170702227,0.638034248638598,-0.485725481465788,-0.101706756971575,-0.561255637027367,-0.144978316057948
"42","Belinelli, Marco",201158,0.723425115395626,-0.409550754129397,-0.935592210260621,-0.347585290249693,0.583259957112697,-0.43972784550908,-0.556362566364939,0.607655726979093,-0.0351367448433598,0.284272262738685,0.69878446455325,0.352608936072646
"43","Bennett, Anthony",203461,0.111676464550328,-0.325193087046147,-0.111350573953874,-0.50956127673803,1.04495887076498,-0.756823969755605,-0.729041952484467,-0.748291493254729,0.864290287980953,-0.509412292564084,-0.175902229185314,-0.528826575592297
"44","Biedrins, Andris",2740,-2.6369785430164,-1.19823491973174,4.35620018439933,-1.38750278004941,-1.46921535211362,-0.996378305411264,-1.25364528258759,5.5674875900481,-2.96281850147257,-1.42828097083222,-1.18386888953676,-1.41206270455428
"45","Billups, Chauncey",1497,1.05502294966658,-0.784837814092512,-1.66129346958836,-0.188318647667753,0.231492461972597,0.495716966596073,0.816067009243478,-1.15599879554066,0.131625218063411,-0.730817955727094,1.61272779902277,-0.66119788174164
"46","Biyombo, Bismack",202687,-1.51400673730102,1.96639119929962,1.05812267661637,-0.367507081242025,-1.13017338486583,-0.828094746442252,-0.842728459182345,1.70727902728765,1.20186194070354,-1.12242426782868,-1.18386888953676,-1.15347405384074
"47","Blair, DeJuan",201971,-1.35401626033376,1.10412723274853,1.41734165845283,0.741938502146637,-1.28389607786928,-0.795164913895306,-0.88350156927758,0.956795198506658,0.5379459125039,-0.447850262738586,-1.18386888953676,-0.390460418721621
"48","Blake, Steve",2581,2.04932498729453,-1.13230520891859,-1.75335323165763,-0.877504930645717,0.700653238272242,1.11242504291916,1.08673675328138,-0.523063697862816,-0.627781691867609,-0.724715606370803,1.8291693818155,-0.653535995794572
"49","Blatche, Andray",101154,-0.0784109755378203,0.385478416827756,0.249033881365976,0.0522256620725192,0.730416922476652,-0.45545090977835,-0.205975218230322,0.40718203916897,-0.585553781131655,0.518173707265526,-0.858286738184299,0.444471198004448
"50","Bledsoe, Eric",202339,0.657458985206312,-0.53893781160021,-1.15861794336889,-1.38750278004941,0.700653238272242,-0.491527628504229,-0.460786539991575,-0.780410935380187,1.37874955266539,-1.06649430462873,1.19484553521503,-1.04479186730897
"51","Blue, Vander",203505,-1.823525236723,-1.19823491973174,1.22032320978602,-1.38750278004941,0.49722805792357,0.986212373692404,0.827938177002109,0.592107664712419,2.88229425434096,-1.18701429684646,-0.0341569175733931,-1.17071329722165
"52","Bogans, Keith",2586,1.7949394705821,-1.19823491973174,-1.91555376482728,-1.38750278004941,-1.46921535211362,-0.996378305411264,-1.04994292568584,0.592107664712419,-2.24163045995926,-1.21642852125111,3.41497899831669,-1.29138800088796
"53","Bogut, Andrew",101106,-1.25265491087167,2.06428129624103,1.29850296815589,-1.01877857313981,-1.18596034568167,-0.682070300882577,-0.978350857730418,1.79116044450246,1.94140195668171,-0.362995810310487,-1.18386888953676,-0.333303989961444
"54","Bonner, Matt",2588,2.28492880392338,-1.14983082824867,-0.407157245393032,-0.17060917735832,-0.822031445012772,-0.668198738276285,-0.809335632288455,0.0252922301805027,-0.167147340955406,-0.862608730429775,1.52304790521243,-0.858970312750326
"55","Booker, Trevor",202344,-0.617081157854878,0.418062526801027,1.12333732397324,-0.358306089113607,0.355319770601299,-0.630047117281879,-0.419673133261761,1.10503343021094,0.50053896892082,-0.342602764083568,-1.17201618879487,-0.296258922828042
"56","Boozer, Carlos",2430,-0.525210382734165,-0.209676623637927,0.280665596946547,1.914598454045,0.850771937753996,-0.642977887876018,-0.395330680636437,0.305628679587331,-0.719292471719526,1.47792454851517,-1.17306078639256,1.3670047357612
"57","Bosh, Chris",2547,0.826226322706385,-0.141624554331471,-0.361369123900508,-0.00905464542210419,0.850842881658326,-0.717451074241821,-0.764575355799228,0.733949636268039,-0.729538512563086,1.34544968614534,-0.145094037675122,1.2427807761047
"58","Bradley, Avery",202340,0.0851020861393119,-0.523424938467703,-0.848874384715848,-0.612071267337145,2.07138863935999,0.123826382840896,-0.173658106481922,-0.056854934244411,0.465130284083663,1.84818736052491,-0.084144394615277,1.54549020225072
"59","Brand, Elton",1882,0.14909903103848,0.403032931642719,-0.504409126251292,6.05368459140635,-1.00218504222979,-0.758086156480535,-0.846638424949924,0.965261159112595,-0.448983814028291,-0.525182377594786,-1.16949748988721,-0.517650195027457
"60","Brewer, Corey",201147,0.286474928808884,-0.144756732645806,1.04172359401335,-0.682287210807748,-0.750356569106647,-0.463916865766102,-0.573333371425006,0.427359985065547,1.61121766372122,0.438931482483804,-0.0265429310040985,0.624322919814826
"61","Brooks, Aaron",201166,-0.62470369742787,-0.673382712081934,0.195526812853576,0.25582362358471,-0.518125075363603,2.60996311087685,2.41774021122853,-0.285900557405642,1.07054308174105,0.650256404443389,0.484340638410086,0.893240255140188
"62","Brooks, MarShon",202705,-1.31697317783442,-0.29848827804636,0.888289177179911,0.00449135008772797,-0.451291704564959,0.611224634386824,1.02093118205203,0.533573783237886,0.979219966047782,-0.567124279090841,-0.209995219167789,-0.446665075223742
"63","Brown, Lorenzo",203485,-0.0396896079174551,-0.268091432043469,0.542295755815581,-0.388182669731363,-0.831449921831287,1.0233086649854,0.703548984400789,-1.15599879554066,1.28225653102707,-0.464362252719413,0.369795937440762,-0.713419683328234
"64","Brown, Shannon",200769,-0.614337889530121,0.868750608464414,-0.389991993393781,0.611137440586682,1.29443484577648,0.322600940562069,0.348446227099104,-0.0802409738464613,0.834264831307596,-0.901445553692104,-1.18386888953676,-0.909251439277959
"65","Bryant, Kobe",977,-1.00526333945645,-0.542705223646676,-0.840395944959863,1.99305439314079,0.778148545071741,1.31301303508312,1.90446875780695,-0.260814608202273,-1.08839428297714,1.31067548144088,-0.132703658027394,1.1623309736605
"66","Budinger, Chase",201978,0.572852103389318,-0.494633045933771,-0.71137700657577,-0.618426023148641,0.0410131867949419,-0.671843461939525,-0.872314470467524,-0.442771359757403,0.910100866236136,-0.27224423652261,0.986787313530073,-0.181769384248898
"67","Bullock, Reggie",203493,1.1748315930013,-0.856813203020771,-1.24358012741014,-0.595184692582958,0.286537692562444,-0.68047099940024,-0.80145333183137,-0.562891246526226,1.20540742855264,-0.905541973550738,1.44404418923664,-0.881094008422485
"68","Burke, Trey",203504,0.171153305986758,-0.717354610632661,-0.884164965438136,0.543952194959504,0.661296492376493,1.28514079810195,1.2157223758516,-0.55698249942194,-0.798832415680439,1.20506601704725,0.523321317925164,1.23928295860713
"69","Burks, Alec",202692,-0.679855954115385,0.0245914781143844,0.378990362938551,-0.165028260272807,0.332025495020718,0.698970238612758,0.729658000234725,0.201088646190098,-0.964278391152478,0.712703175572179,-0.436088745170342,0.78653121155808
"70","Butler, Caron",2406,0.878841241592337,-1.03015038227403,-1.67433245908779,-0.412342057013778,1.16711537343074,-0.6377355282953,-0.445691222760957,-0.282684410071878,-0.828781927019418,0.234659138885615,1.29243381930741,0.343205712410335
"71","Butler, Jimmy",202710,0.494795109202396,0.319568453511371,-0.786638053966489,-0.636629023311973,0.370165560659629,-0.467061788007965,-0.386343324548236,-0.357041736428538,-0.777028184685472,0.878123250641926,0.365589091140023,0.836700820910106
"72","Butler, Rasual",2446,0.337936405713731,-0.615541856545017,-1.37797485489357,-0.260650388986012,0.103939375916132,-0.589693037902819,-0.483941376865996,0.260415669690043,-0.581900930319852,-0.894401598899048,1.40024563792376,-0.929363889889012
"73","Buycks, Dwight",202779,0.337772009441144,-0.806037665663754,0.0142166810886019,-0.629044439910585,0.345963180228403,2.47608820946853,2.21908816728542,-1.32149999887823,-1.92130128023003,-0.602886560293409,0.466999583026021,-0.869026538055853
"74","Bynum, Andrew",101115,-1.63786019637032,1.35104723171018,1.66830563473078,-0.683220035634787,-1.09465470258273,-0.734937776298692,-0.402460434105304,-0.118660896049817,-0.609817886765529,0.650653669688671,-1.18386888953676,0.88075666510575
"75","Bynum, Will",101198,-0.995607534289451,0.202334551421896,0.290894612490999,-0.460904277759326,0.577781161467264,2.41389815465955,2.4728193699508,-0.139213239975472,0.340800127556756,0.0101715214620163,-0.530056780179278,0.167678870713875
"76","Calathes, Nick",201979,0.0073648580189975,-0.10568542625663,0.623013309859682,0.574427722248473,-0.506059396177035,1.3192378095858,1.06788604256175,0.253646445301827,-0.563052236937303,-0.589414587657563,-0.276613183769748,-0.594356503591473
"77","Calderon, Jose",101181,0.407629180675437,-0.894831982419229,-1.46940984504645,-0.760296122574828,0.747404852907784,0.635091663081913,0.448112351891673,0.204150543311417,-0.0724969471635519,0.440246934854498,1.41438579949673,0.551918097615035
"78","Caldwell-Pope, Kentavious",203484,0.671630253711834,-0.557950100299817,-0.325737066069838,-0.218065850951639,-0.0972780892969742,-0.531054697006253,-0.650177050266172,-0.402968320354717,0.933544617335039,-0.273311232168669,0.70914524104478,-0.149350587929917
"79","Carroll, DeMarre",201960,0.612091248243279,0.169672576163925,-0.294075914539422,-0.473652975101654,-0.778562056881045,-0.446857236631561,-0.56726770683208,0.341316156280867,0.184648112433295,0.37532294917104,0.715492677153938,0.408114075746007
"80","Carter-Williams, Michael",203487,-1.13084166773589,-0.364915601388708,1.12452248754733,-0.227802986038772,-0.355831914251425,1.66426273441358,1.65346946364407,-0.299610122313122,1.32301710072609,2.50295060290632,-0.326853448113965,1.88397770901826
"81","Carter, Vince",1713,0.102893462800465,-0.494085374064919,-0.512028264680661,-0.101421246770533,-0.292366866311312,-0.00956846513341986,0.253511206208932,-0.285900557405642,-0.575508181890097,0.555477599848515,0.874438988658521,0.676652536682472
"82","Chalmers, Mario",201596,0.558704160170506,0.200228431916402,0.29449286490019,-0.683220035634787,-1.22949653641385,1.02775236887362,0.849872555789925,0.203554184829061,-0.0732805714571956,0.202113328171636,0.59435229376658,0.131213787403694
"83","Chandler, Tyson",2199,-0.873304707870476,2.47573053381692,0.502965731933309,-0.807505225825603,-0.723766216282527,-0.852842328643577,-0.965815849367358,1.47011588683048,1.30090358835977,-0.248660100372723,-1.18386888953676,-0.233163676429486
"84","Chandler, Wilson",201163,-0.115273293506873,-0.486560319120871,-0.347615277520627,-0.319340617687231,-0.562466446374247,-0.146575548513407,-0.0422528288875314,-0.223301823050925,0.181037916592084,1.12817909559116,0.975034702261112,1.14935519907273
"85","Christmas, Dionte",202091,1.29246994861225,-0.814806303457957,-0.921251309462083,-0.565839578232349,-0.019696090514392,-0.781463326646639,-0.774302998638414,-0.0281293991505654,0.00676262776418952,0.450131855862731,1.352352100106,0.545549154921535
"86","Clark, Earl",201947,0.846578473097184,-0.83405175524004,-0.123624065048247,0.0210627087798367,0.778148545071741,0.42702013086829,0.383248656801425,-1.06635231039948,0.447038321535074,-0.947099164551293,0.130087649849946,-0.929363889889012
"87","Clark, Ian",203546,0.93061561854154,-0.67973685503169,-0.214739134528539,-0.134118234904741,-0.535987971079022,0.120282937578024,0.143355838791531,-0.841476381570739,0.0489006133872555,-0.911665250031906,0.920688618463977,-0.903958689117154
"88","Claver, Victor",201964,1.56758591492115,-0.191939333636245,0.065000113875863,-0.998293894978171,-0.64123917946638,-0.803737915538842,-0.879744245906095,-0.193478639287956,-0.0425579259050825,-0.867710487345384,0.752488115875222,-0.819659613828724
"89","Cole, Norris",202708,0.895392957218693,-0.0725778658482953,-0.245801090033184,-0.715232887653633,-0.0220492061988047,0.774287096305696,0.671275853005029,-0.247891543461134,-1.07766861248121,-0.164592249043555,0.458576784696619,-0.223881006916695
"90","Collins, Jason",2215,0.412833852992696,0.539912001705934,-0.490155140003052,-0.0429629952578561,1.03353080611553,-0.80227851864587,-0.430734056694745,0.139800398772816,-2.67730417418724,-1.12967537432631,-0.556753268465832,-1.17071329722165
"91","Collison, Darren",201954,0.608930821547895,-0.0973198099206827,-0.609338547224187,0.67357581807669,0.470125468811264,1.26530247400208,1.35326916432399,0.310194866492784,0.34275435056375,0.308023243375213,0.0274662355946263,0.341539318343598
"92","Collison, Nick",2555,-0.560012253621545,1.92263515804246,-0.171837420199256,-0.856922057799829,0.25913849706705,-0.878749606961512,-0.983031725492782,1.23913016621347,0.220716038498543,-0.948412183533977,-0.915774618047541,-0.935799874084549
"93","Conley, Mike",201144,0.304260078359593,-0.348474202584435,-0.00235205506320314,-0.0429629952578561,0.254898667999793,1.48625039578801,1.39286499747791,0.180005489078558,-0.632105125082424,1.62153297426283,0.0750076535019173,1.61968259029538
"94","Copeland, Chris",203142,0.705359812611133,-0.777252546099132,-0.477078088399156,-1.11612777761442,-1.32488923027603,-0.492685542900805,-0.331378189642539,-0.00128627133679292,-1.48629323624942,-0.84767303986782,1.93828472240045,-0.879674306026409
"95","Cousins, DeMarcus",202326,-0.868171353672549,0.891499215795606,0.655032294058769,-0.335087863111049,0.418868832855677,-0.531622703215893,-0.133258161378841,0.478816281213311,-0.425659812733115,2.81635228804705,-1.15768948979565,2.26016135470688
"96","Crabbe, Allen",203459,0.0312885521959886,-0.481249314638701,-0.543607588433959,-0.463131678005217,0.251422631668921,-0.786681214352222,-0.819186349508087,-0.962698561954982,0.657661787576107,-0.955849343387858,0.684413064903709,-0.881094008422485
"97","Crawford, Jamal",2037,-0.0814766966806311,-1.0080722511377,-0.823929563934864,0.46723534470088,0.435577399662943,0.565952611444149,0.682160236926106,-0.220089490666707,-0.0426294060211736,1.5857830080755,0.814765543887124,1.62964967903496
"98","Crawford, Jordan",202348,0.14337734376986,-0.78417953844659,-0.197812237332096,0.308158859369232,-0.0914524533614472,1.3951641992204,1.6530057049865,-0.168459967186026,0.124716864665132,0.0220707192064082,0.573652596267109,0.150962028647546
"99","Crowder, Jae",203109,1.19151994480348,-0.425456009712764,-0.604385691818234,-0.562976640246925,-0.42775403390577,-0.666920728074283,-0.758052353296149,0.0200256523915938,0.186350365875075,-0.703401938705062,1.12356698450818,-0.663879541823113
"100","Cunningham, Dante",201967,0.825373575504751,-0.260141487704253,-0.911551573371045,0.11916446319934,3.33855481463011,-0.938038838762443,-1.03083259542557,0.374887335331857,-0.0908833719025407,-0.309633965577469,-1.16474686089703,-0.202298800299449
"101","Cunningham, Jared",203099,0.722435111371737,-0.29848827804636,0.298006452546816,-0.517506448713699,0.381554916156677,1.33608131706364,1.43342845477807,-1.45657818689639,2.12792061509196,-0.859292200080582,-0.101787033571237,-0.832824126955958
"102","Curry, Seth",203552,0.168032857995309,-1.19823491973174,0.175030884914921,-1.38750278004941,1.15270919460263,-0.183007770394377,0.452361956464516,-1.06635231039948,-1.28780111473198,-0.976237367375388,0.349080406414393,-0.929363889889012
"103","Curry, Stephen",201939,0.313361653814627,-0.722844308740241,-0.897063807260567,-0.180864511646733,0.523202834901525,2.2940752226116,2.28776055275608,0.325362354030084,1.50080349153459,2.19201583589194,0.842196963153927,2.38057083924426
"104","Dalembert, Samuel",2223,-1.20377649132966,2.2649408331705,0.552575821660818,-0.151685888906768,-0.91797515091721,-0.933895663233416,-1.12619404378485,1.27605477035156,1.34662650026301,-0.540212758730698,-1.18386888953676,-0.490546785647857
"105","Daniels, Troy",203584,1.44539189599449,-1.19823491973174,-1.43311115334831,-1.38750278004941,-0.864155841332946,-0.949453082237213,-0.918711599604912,-0.556056933441965,2.41656425979048,-0.948034258739343,2.70746393864693,-0.869026538055853
"106","Datome, Gigi",203540,1.17783696235952,-0.424857188395428,-1.56320803734264,-0.0580701838510195,1.18216902097023,-0.550852310107069,-0.711201927691934,-0.917277256456834,0.562089341878998,-0.976237367375388,0.728011693054006,-0.937408870133432
"107","Davies, Brandon",203561,-0.706388877923385,0.255487960016133,1.34990490295186,-0.287424774310866,-0.299100265149344,-0.744300660261401,-0.515645111456992,-0.189150340092359,1.42948776575528,-0.774059190763919,-0.879812830835701,-0.958095962190516
"108","Davis, Anthony",203076,-0.755871542389532,0.117523610044735,0.714536600977424,0.743520491759995,0.552203895193427,-0.723505609792695,-0.50158932299389,0.806102500210728,-0.0545770683024213,1.77887959044588,-1.14925390543463,1.85369646341543
"109","Davis, Ed",202334,-1.52761628751768,1.03687513558178,0.889068599791659,2.101672647385,-1.27534064971559,-0.809503561010376,-0.938946659028993,0.907448645895663,0.385741784872426,-0.516986901245009,-1.18386888953676,-0.529752576108748
"110","Davis, Glen",201175,-0.152328970436024,0.814356252459253,-0.26509219924133,1.33695941544926,0.704222101085377,-0.619124208577772,-0.345025559039017,0.461176614045692,-0.385091634926041,-0.791238566582521,-1.12335773311763,-0.736284364022904
"111","Daye, Austin",201948,0.280233314035777,-0.825169239032924,-0.385857679650059,0.416148150768527,-0.509974664290601,-0.550016426438581,-0.601549322993588,-1.22815328358113,-0.344752707969506,-0.882868707826528,0.947304521907524,-0.828801636833746
"112","De Colo, Nando",201986,0.192075812861122,-0.788528859678576,-0.123624065048247,-0.0669726342719906,0.216307570775398,0.888172175275187,0.506015702255604,-0.47404517643094,-0.426612860090776,-0.700446389109298,0.458576784696619,-0.688014482556377
"113","Dedmon, Dewayne",203473,-0.975548713186388,1.44909654522718,0.979101904046542,-0.534237147393232,-0.410361208247437,-0.843871330095597,-1.07442638204423,0.0180253656352218,2.60178252851659,-0.861311027513481,-1.18386888953676,-0.869026538055853
"114","Dellavedova, Matthew",203521,1.76758811386049,-0.898853030060628,-0.509430993292486,0.0335944302107017,-0.545476810743835,-0.0151234606755884,-0.116790402832568,-0.204661362476567,0.0832095576891468,-0.564607309545679,1.22193409805918,-0.576917136323894
"115","Deng, Luol",2736,-0.0930187040547555,-0.324633220540218,-0.0805315672579734,-0.0537408692842408,0.579984193416114,-0.281215334993106,-0.254932224150479,-0.215519136794981,-0.135037813002207,1.23985075653226,-0.0687173976925311,1.3574217445877
